kata,ipa,e_count
kumpulkan,kumpulkan,0
tulah,tulah,0
teplok,teploʔ,1
bendera,bəndera,2
lamat,lamat,0
harganya,hargaɲa,0
bantaran,bantaran,0
metromini,metromini,1
akulah,akulah,0
burkak,burkaʔ,0
sekiranya,səkiraɲa,1
tembakau,təmbakau,1
meningkat,məniŋkat,1
jenang,dʒənaŋ,1
janjinya,dʒandʒiɲa,0
mengelilingi,məŋəliliŋi,2
detektif,deteʔtif,2
setokin,sətokin,1
trilateral,trilatəral,1
hai,hai,0
salasilah,salasilah,0
altimeter,altimetər,2
drum,drum,0
penebatan,pənəbatan,2
menjaminkan,məndʒaminkan,1
mencengangkan,məntʃəŋaŋkan,2
celih,tʃəlih,1
menemin,mənəmin,2
pinjamannya,pindʒamanɲa,0
terakota,terakota,1
bertekun,bərtəkun,2
bagusnya,bagusɲa,0
terpilin,tərpilin,1
melestarikan,mələstarikan,2
bangkas,baŋkas,0
bangkitan,baŋkitan,0
dikenang,dikənaŋ,1
balian,balian,0
deraian,dəraian,1
elektrolisis,eleʔtrolisis,2
tersemu,tərsəmu,2
kebengisan,kəbəŋisan,2
tergila,tərgila,1
melengkapkan,mələŋkapkan,2
ganggang,gaŋgaŋ,0
konstitusi,konstitusi,0
pendengaran,pəndəŋaran,2
memaku,məmaku,1
bersegeh,bərsegeh,3
mengutamakan,məŋutamakan,1
sayup,sajup,0
ubah,ubah,0
parlemen,parləmen,2
dimuntahkan,dimuntahkan,0
keadilan,kəadilan,1
pengekalan,pəŋəkalan,2
menyesarkan,məɲəsarkan,2
mengemu,məŋəmu,2
diakritik,diaʔritiʔ,0
ekstrimis,eʔstrimis,1
berbenteh,bərbenteh,3
rongsok,roŋsoʔ,0
dinamakan,dinamakan,0
keromong,kəromoŋ,1
cerih,tʃərih,1
angga,aŋga,0
seka,seka,1
pendinamis,pəndinamis,1
umpan,umpan,0
menambahkan,mənambahkan,1
berkantor,bərkantor,1
hidro,hidro,0
mematahkan,məmatahkan,1
dingklik,diŋʔliʔ,0
kemasyhuran,kəmasjhuran,1
tergadai,tərgadai,1
pinggangnya,piŋgaŋɲa,0
bangai,baŋai,0
internal,internal,1
embarkasi,embarkasi,1
terciduk,tərtʃiduʔ,1
semifinalis,semifinalis,1
kelepet,kəlepet,3
mawar,mawar,0
rok,roʔ,0
pencerita,pəntʃərita,2
berdenging,bərdəŋiŋ,2
penyelisikan,pəɲəlisikan,2
melembutkan,mələmbutkan,2
berderam,bərdəram,2
ansar,ansar,0
mengakurkan,məŋakurkan,1
kesedihan,kəsədihan,2
cincong,tʃintʃoŋ,0
tukal,tukal,0
meracun,məratʃun,1
ramai,ramai,0
emigran,emigran,1
riak,riaʔ,0
mengazankan,məŋazankan,1
abtar,abtar,0
selekeh,səlekeh,3
cungur,tʃuŋur,0
kenap,kənap,1
belu,bəlu,1
ekspor,eʔspor,1
bungking,buŋkiŋ,0
margasatwa,margasatwa,0
sensual,sensual,1
perlup,pərlup,1
gugat,gugat,0
hakim,hakim,0
desah,dəsah,1
kemelaratan,kəməlaratan,2
conggah,tʃoŋgah,0
melarang,məlaraŋ,1
berlangsung,bərlaŋsuŋ,1
terlepas,tərləpas,2
badi,badi,0
flora,flora,0
tonjol,tondʒol,0
berpiutang,bərpiutaŋ,1
kejangkitan,kədʒaŋkitan,1
mengurus,məŋurus,1
restitusi,restitusi,1
sayak,sajaʔ,0
jemputan,dʒəmputan,1
setia,sətia,1
ais,ais,0
keabstainan,kəabstainan,1
struktur,struʔtur,0
gatal,gatal,0
culan,tʃulan,0
perlina,pərlina,1
longsor,loŋsor,0
senyar,səɲar,1
candu,tʃandu,0
mengelakkan,məŋelaʔkan,2
seburut,səburut,1
dimakan,dimakan,0
bengawan,bəŋawan,1
dana,dana,0
bayinya,bajiɲa,0
percakapan,pərtʃakapan,1
ransel,ransəl,1
mengepit,məŋəpit,2
sepah,səpah,1
militan,militan,0
tatatertib,tatatərtib,1
kelamkari,kəlamkari,1
meragukan,məragukan,1
pokoknya,pokoʔɲa,0
dipatahkan,dipatahkan,0
penyerkapan,pəɲərkapan,2
serambi,sərambi,1
menguji,məŋudʒi,1
caplok,tʃaploʔ,0
normal,normal,0
penusuk,pənusuʔ,1
membalun,məmbalun,1
bandung,banduŋ,0
timba,timba,0
bersabda,bərsabda,1
hampar,hampar,0
meneken,mənekən,3
acik,atʃiʔ,0
bermuka,bərmuka,1
pelancaran,pəlantʃaran,1
ekspirasi,eʔspirasi,1
monogami,monogami,0
menyimpang,məɲimpaŋ,1
keselektifan,kəseleʔtifan,3
menerapkan,mənərapkan,2
khilaf,ʔhilaf,0
menyelaraskan,məɲəlaraskan,2
ingatanmu,iŋatanmu,0
balet,balet,1
buster,bustər,1
dogmatis,dogmatis,0
abus,abus,0
degradasi,degradasi,1
dasarnya,dasarɲa,0
acah,atʃah,0
temanmu,təmanmu,1
artisyok,artisjoʔ,0
perigi,pərigi,1
kembara,kəmbara,1
undur,undur,0
mes,mes,1
biara,biara,0
dipanggang,dipaŋgaŋ,0
menyengat,məɲəŋat,2
tersenyawa,tərsəɲawa,2
keriut,kəriut,1
serbu,sərbu,1
aziz,aziz,0
berpinggir,bərpiŋgir,1
kes,kes,1
kehangatan,kəhaŋatan,1
dilingkupi,diliŋkupi,0
dendi,dendi,1
sihir,sihir,0
adakan,adakan,0
bermadu,bərmadu,1
cekah,tʃəkah,1
berpisah,bərpisah,1
metalurgi,metalurgi,1
benggil,bəŋgil,1
tampung,tampuŋ,0
pengarah,pəŋarah,1
bercatut,bərtʃatut,1
tutupan,tutupan,0
cembung,tʃəmbuŋ,1
menggaji,məŋgadʒi,1
diperhebat,dipərhebat,2
pertambangan,pərtambaŋan,1
cadangan,tʃadaŋan,0
terlantar,tərlantar,1
budu,budu,0
harapannya,harapanɲa,0
terbau,tərbau,1
ditampilkan,ditampilkan,0
mengotakan,məŋotakan,1
kenya,kəɲa,1
keakuratan,kəakuratan,1
berakibat,bərakibat,1
pesam,pəsam,1
fisik,fisiʔ,0
mencandui,məntʃandui,1
memesrakan,məməsrakan,2
penyendatan,pəɲəndatan,2
harung,haruŋ,0
patek,pateʔ,1
monografi,monografi,0
bulir,bulir,0
mengajak,məŋadʒaʔ,1
membungkamkan,məmbuŋkamkan,1
cenderung,tʃəndəruŋ,2
benkap,benkap,1
perfek,perfeʔ,2
mukmin,muʔmin,0
dewadaru,dewadaru,1
bewok,bewoʔ,1
sandal,sandal,0
manjur,mandʒur,0
menyemboyankan,məɲəmbojankan,2
degam,dəgam,1
pengamat,pəŋamat,1
tampar,tampar,0
tunai,tunai,0
penentangan,pənəntaŋan,2
menilai,mənilai,1
melik,meliʔ,1
bayata,bajata,0
grasi,grasi,0
diakronis,diaʔronis,0
tanya,taɲa,0
pecut,pətʃut,1
sebegini,səbəgini,2
bongkot,boŋkot,0
wujud,wudʒud,0
tepeh,tepeh,2
pengantar,pəŋantar,1
menawari,mənawari,1
ketaban,kətaban,1
penakluk,pənaʔluʔ,1
royong,rojoŋ,0
magister,magister,1
embun,əmbun,1
joran,dʒoran,0
abnus,abnus,0
salem,saləm,1
eksistensialisme,eʔsistensialismə,3
rampasan,rampasan,0
menyerangsang,məɲəraŋsaŋ,2
culika,tʃulika,0
pelawat,pəlawat,1
kulai,kulai,0
katung,katuŋ,0
meloloskan,məloloskan,1
dongkrok,doŋʔroʔ,0
terkeloyak,tərkəlojaʔ,2
berguk,bərguʔ,1
melubangi,məlubaŋi,1
panasnya,panasɲa,0
bakdul,baʔdul,0
apar,apar,0
sesepuh,səsəpuh,2
sekularisasi,sekularisasi,1
tengik,təŋiʔ,1
bikang,bikaŋ,0
perilakunya,pərilakuɲa,1
atlas,atlas,0
menyebelah,məɲəbəlah,3
cegar,tʃəgar,1
ingat,iŋat,0
dipayungi,dipajuŋi,0
penutupan,pənutupan,1
rasanya,rasaɲa,0
celoteh,tʃəloteh,2
membekaskan,məmbəkaskan,2
mengundi,məŋundi,1
menyepakati,məɲəpakati,2
bangat,baŋat,0
beralang,bəralaŋ,1
selekoh,səlekoh,2
bertopengkan,bərtopeŋkan,2
tiong,tioŋ,0
kejip,kədʒip,1
kosmologi,kosmologi,0
agar,agar,0
mengelocak,məŋəlotʃaʔ,2
membenalu,məmbənalu,2
berbelang,bərbəlaŋ,2
mengakankan,məŋakankan,1
rewel,rewel,2
tercecah,tərtʃətʃah,2
berkurung,bərkuruŋ,1
menyeringing,məɲəriŋiŋ,2
deduksi,deduʔsi,1
korespondensi,korespondensi,2
biduk,biduʔ,0
compreng,tʃompreŋ,1
perak,peraʔ,1
pagutan,pagutan,0
menggeret,məŋgeret,3
waktu,waʔtu,0
oh,oh,0
menyerendeng,məɲərendeŋ,4
kekuasaannya,kəkuasaʔanɲa,1
degil,dəgil,1
perancis,pərantʃis,1
terletak,tərlətaʔ,2
selayur,səlajur,1
bersidang,bərsidaŋ,1
dolok,doloʔ,0
daku,daku,0
embus,əmbus,1
tanggapan,taŋgapan,0
mangkuk,maŋkuʔ,0
terima,tərima,1
keliti,kəliti,1
menganjal,məŋandʒal,1
berdampingan,bərdampiŋan,1
dadar,dadar,0
pengawal,pəŋawal,1
niscaya,nistʃaja,0
pekik,pəkiʔ,1
pencapaian,pəntʃapaian,1
audit,audit,0
bersinar,bərsinar,1
pendorong,pəndoroŋ,1
mengevaluasi,məŋevaluasi,2
pentahbisan,pəntahbisan,1
cocok,tʃotʃoʔ,0
menggali,məŋgali,1
peledak,pələdaʔ,2
menjernihkan,məndʒərnihkan,2
dogdog,dogdog,0
pencandraan,pəntʃandraʔan,1
tabal,tabal,0
mewarisi,məwarisi,1
untaian,untaian,0
akang,akaŋ,0
membebas tugaskan,məmbebastugaskan,2
berkerotak,bərkərotaʔ,2
mencekah,məntʃəkah,2
kusut,kusut,0
bersaing,bərsaiŋ,1
menggapai,məŋgapai,1
petroleum,petroleum,2
peminjam,pəmindʒam,1
ambau,ambau,0
keroncongan,kərontʃoŋan,1
denyaran,dəɲaran,1
penghibur,pəŋhibur,1
tumbuh,tumbuh,0
ditumbuhi,ditumbuhi,0
kealiman,kəaliman,1
remuk,rəmuʔ,1
lakunya,lakuɲa,0
cendok,tʃendoʔ,1
penebang,pənəbaŋ,2
tertunjuk,tərtundʒuʔ,1
nubuat,nubuat,0
kawasan,kawasan,0
dibenci,dibəntʃi,1
keseronokan,kəsəronokan,2
jadilah,dʒadilah,0
percintaan,pərtʃintaʔan,1
dilaporkan,dilaporkan,0
dibawanya,dibawaɲa,0
inti,inti,0
terlalu,tərlalu,1
pengesat,pəŋəsat,2
membariskan,məmbariskan,1
adikara,adikara,0
kilogram,kilogram,0
perintah,pərintah,1
berekonomi,bərekonomi,2
angkel,aŋkel,1
pemboros,pəmboros,1
tatanan,tatanan,0
lugu,lugu,0
menguatkan,məŋuatkan,1
menyering,məɲəriŋ,2
menconet,məntʃonet,2
penyusup,pəɲusup,1
elektrode,eleʔtrodə,3
banat,banat,0
kubang,kubaŋ,0
bungur,buŋur,0
bogol,bogol,0
kelemayuh,kələmajuh,2
konsentris,konsentris,1
kutil,kutil,0
larut,larut,0
berbadan,bərbadan,1
kebirahan,kəbirahan,1
mengemis,məŋəmis,2
bencah,bəntʃah,1
mencemarkan,məntʃəmarkan,2
pernapasan,pərnapasan,1
angsana,aŋsana,0
kebaruan,kəbaruan,1
bundaran,bundaran,0
pecah,pətʃah,1
mengecundangi,məŋətʃundaŋi,2
intonasi,intonasi,0
pediatri,pediatri,1
masyhur,masjhur,0
bersemenda,bərsəmənda,3
kompilasi,kompilasi,0
menegangkan,mənəgaŋkan,2
peperiksaan,pəpəriʔsaʔan,2
teraduh,təraduh,1
kahwin,kahwin,0
dialektis,dialeʔtis,1
anatomi,anatomi,0
ahwal,ahwal,0
percuma,pərtʃuma,1
masase,masasə,1
dadak,dadaʔ,0
tekerlap,təkərlap,2
rupiah,rupiah,0
singkatan,siŋkatan,0
gunaan,gunaʔan,0
ulangan,ulaŋan,0
melempar,məlempar,2
rundingan,rundiŋan,0
bandulan,bandulan,0
suruhanjaya,suruhandʒaja,0
lantak,lantaʔ,0
hanyir,haɲir,0
kabin,kabin,0
organ,organ,0
oknum,oʔnum,0
antologi,antologi,0
penyegar,pəɲəgar,2
milad,milad,0
menjamin,məndʒamin,1
pengkhianatan,pəŋʔhianatan,1
permai,pərmai,1
berurat,bərurat,1
rela,rela,1
kelibang,kəlibaŋ,1
sanatorium,sanatorium,0
gurdi,gurdi,0
helm,helm,1
petaka,pətaka,1
penyetir,pəɲətir,2
terasa,tərasa,1
delinkuensi,delinkuensi,2
bersunat,bərsunat,1
penganekaan,pəŋanekaʔan,2
selirat,səlirat,1
adun,adun,0
penyembah,pəɲəmbah,2
pancalomba,pantʃalomba,0
cekung,tʃəkuŋ,1
tendensius,tendensius,2
membedaki,məmbədaki,2
membantu,məmbantu,1
mercu,mərtʃu,1
bangkut,baŋkut,0
jingkat,dʒiŋkat,0
membelandakan,məmbəlandakan,2
ditanggulangi,ditaŋgulaŋi,0
tancap,tantʃap,0
firasat,firasat,0
pemilikan,pəmilikan,1
emisi,emisi,1
mendobrak,məndobraʔ,1
sebilik,səbiliʔ,1
cerbak,tʃərbaʔ,1
sosialistis,sosialistis,0
penginjak,pəŋindʒaʔ,1
mulutmu,mulutmu,0
penjualan,pəndʒualan,1
berbawang,bərbawaŋ,1
terserompok,tərsərompoʔ,2
biri biri,biribiri,0
terkucil,tərkutʃil,1
penjelmaan,pəndʒəlmaʔan,2
dicas,ditʃas,0
membombardir,məmbombardir,1
berkehendak,bərkəhəndaʔ,3
berbukti,bərbuʔti,1
selepe,səlepe,3
gugusan,gugusan,0
bebe,bebe,2
pembatuan,pəmbatuan,1
berbenam,bərbənam,2
pengantaran,pəŋantaran,1
melukai,məlukai,1
memugar,məmugar,1
darulbaka,darulbaka,0
dag dig dug,dagdigdug,0
kebencian,kəbəntʃian,2
alarm,alarm,0
isytihar,isjtihar,0
aktualisasi,aʔtualisasi,0
centet,tʃəntet,2
pendapa,pəndapa,1
sekadarnya,səkadarɲa,1
kusta,kusta,0
cidukan,tʃidukan,0
membisiki,məmbisiki,1
perjumpaan,pərdʒumpaʔan,1
membacai,məmbatʃai,1
temucut,təmutʃut,1
pelintir,pəlintir,1
aling,aliŋ,0
berhasil,bərhasil,1
menyengir,məɲəŋir,2
perjuangan,pərdʒuaŋan,1
keseruduk,kəsəruduʔ,2
signifikan,signifikan,0
pesak,pesaʔ,1
antibodi,antibodi,0
penyedia,pəɲədia,2
ayamnya,ajamɲa,0
kapabel,kapabəl,1
berbicara,bərbitʃara,1
angguk,aŋguʔ,0
didengarnya,didəŋarɲa,1
divergen,divergen,2
kanjar,kandʒar,0
bertenggek,bərteŋgeʔ,3
bergaris,bərgaris,1
mendenting,məndəntiŋ,2
semestinya,səməstiɲa,2
dentaman,dəntaman,1
merkuri,merkuri,1
pemotret,pəmotret,2
kepuk,kəpuʔ,1
berlambat,bərlambat,1
berbahaya,bərbahaja,1
libat,libat,0
ahimsa,ahimsa,0
kumuh,kumuh,0
berdesak,bərdəsaʔ,2
bermobil,bərmobil,1
sebidang,səbidaŋ,1
sinaran,sinaran,0
mencadung,məntʃaduŋ,1
sangkar,saŋkar,0
melor,melor,1
menebaskan,mənəbaskan,2
terbis,tərbis,1
seluduk,səluduʔ,1
kesepian,kəsəpian,2
percumbuan,pərtʃumbuan,1
menyingkir,məɲiŋkir,1
tekur,təkur,1
mara,mara,0
domplang,domplaŋ,0
menampung,mənampuŋ,1
kepinjal,kəpindʒal,1
menyerundang,məɲərundaŋ,2
pemaduan,pəmaduan,1
permulaan,pərmulaʔan,1
menjinjing,məndʒindʒiŋ,1
bengkak,bəŋkaʔ,1
belacan,bəlatʃan,1
berkibar,bərkibar,1
diekspor,dieʔspor,1
puru,puru,0
mencolot,məntʃolot,1
pujian,pudʒian,0
pemerataan,pəmərataʔan,2
pergeseran,pərgeseran,3
digertak,digərtaʔ,1
berguru,bərguru,1
admiral,admiral,0
besut,bəsut,1
jinak,dʒinaʔ,0
menggondol,məŋgondol,1
menyusun,məɲusun,1
diambilnya,diambilɲa,0
pelindung,pəlinduŋ,1
menduri,mənduri,1
selancang,səlantʃaŋ,1
ketumbu,kətumbu,1
bajan,badʒan,0
biji,bidʒi,0
sedingin,sədiŋin,1
bergerak,bərgəraʔ,2
perebutan,pərəbutan,2
dudu,dudu,0
sesap,səsap,1
ujaran,udʒaran,0
klausa,ʔlausa,0
kais,kais,0
cecere,tʃətʃere,3
mengecas,məŋətʃas,2
semprotan,səmprotan,1
cendol,tʃendol,1
pemikiran,pəmikiran,1
belatuk,bəlatuʔ,1
penjamin,pəndʒamin,1
warni,warni,0
mengerti,məŋərti,2
berlarut,bərlarut,1
teperam,təpəram,2
cengbeng,tʃeŋbeŋ,2
mandolin,mandolin,0
menyebadani,məɲəbadani,2
berjudul,bərdʒudul,1
duane,duanə,1
keplok,kəploʔ,1
bait,bait,0
berbakti,bərbaʔti,1
berlukiskan,bərlukiskan,1
teker,tekər,2
adibusana,adibusana,0
nasabah,nasabah,0
sifatnya,sifatɲa,0
pedagang,pədagaŋ,1
hadir,hadir,0
merinyu,məriɲu,1
merintih,mərintih,1
saujana,saudʒana,0
andar,andar,0
dimestikan,diməstikan,1
seksualitas,seʔsualitas,1
sengau,səŋau,1
mengusulkan,məŋusulkan,1
nira,nira,0
mengetap,məŋətap,2
musyrikin,musjrikin,0
diktator,diʔtator,0
waktunya,waʔtuɲa,0
sengkar,səŋkar,1
menceritai,məntʃəritai,2
tulisannya,tulisanɲa,0
de,de,1
disebutkan,disəbutkan,1
sesudahnya,səsudahɲa,1
disengkang,disəŋkaŋ,1
berkayu,bərkaju,1
ketapang,kətapaŋ,1
kosnya,kosɲa,0
kebacut,kəbatʃut,1
penggalak,pəŋgalaʔ,1
gurih,gurih,0
menyerah,məɲərah,2
desentralisasi,desentralisasi,2
spekulasi,spekulasi,1
sedekah,sədəkah,2
membeka,məmbeka,2
guru,guru,0
penyusu,pəɲusu,1
deklerer,deʔlerər,3
slang,slaŋ,0
pengiraan,pəŋiraʔan,1
tabulasi,tabulasi,0
tetak,tətaʔ,1
zain,zain,0
menjangka,məndʒaŋka,1
temperamen,tempəramen,3
plagiator,plagiator,0
menyuntik,məɲuntiʔ,1
telatah,təlatah,1
mencangam,məntʃaŋam,1
pembekal,pəmbəkal,2
kebyar,kəbjar,1
ekstrak,eʔstraʔ,1
lalu lintas,lalulintas,0
kolam,kolam,0
mengelu,məŋəlu,2
mencungul,məntʃuŋul,1
tamparan,tamparan,0
kerugian,kərugian,1
desainer,desainər,2
kementerengan,kəməntereŋan,4
menumpangkan,mənumpaŋkan,1
ibunya,ibuɲa,0
mendigulkan,məndigulkan,1
mendiris,məndiris,1
berkeluyuran,bərkəlujuran,2
praktik,praʔtiʔ,0
bangsal,baŋsal,0
hijauan,hidʒauan,0
mengikis,məŋikis,1
tokoh,tokoh,0
minat,minat,0
membisikkan,məmbisiʔkan,1
memperdaya,məmpərdaja,2
manisan,manisan,0
keserempet,kəsərempet,4
satir,satir,0
kekafiran,kəkafiran,1
begini,bəgini,1
cekut,tʃəkut,1
kedaung,kədauŋ,1
bertentang,bərtəntaŋ,2
alkausar,alkausar,0
ekspansi,eʔspansi,1
menggabung,məŋgabuŋ,1
disenggol,diseŋgol,1
hilang,hilaŋ,0
pemekaran,pəməkaran,2
antarmuka,antarmuka,0
monoksida,monoʔsida,0
garansi,garansi,0
petai,pətai,1
pakal,pakal,0
ludah,ludah,0
membencah,məmbəntʃah,2
aspek,aspeʔ,1
bersengkela,bərsəŋkəla,3
perisikan,pərisikan,1
kosmik,kosmiʔ,0
andal,andal,0
dempet,dempet,2
picu,pitʃu,0
tajwid,tadʒwid,0
bercacar,bərtʃatʃar,1
serutan,sərutan,1
disorganisasi,disorganisasi,0
neo,neo,1
absorpsi,absorpsi,0
tiara,tiara,0
setahun,sətahun,1
berkat,bərkat,1
perepat,pərəpat,2
bernapas,bərnapas,1
netra,netra,1
perli,pərli,1
anggal,aŋgal,0
seton,səton,1
ahadiat,ahadiat,0
semaunya,səmauɲa,1
menyiksa,məɲiʔsa,1
sejam,sədʒam,1
bustan,bustan,0
penegasan,pənəgasan,2
tinta,tinta,0
tengkarah,təŋkarah,1
lompat,lompat,0
kubangan,kubaŋan,0
mengetengkan,məŋeteŋkan,3
motong,motoŋ,0
perambut,pərambut,1
kesenggol,kəseŋgol,2
menyolok,məɲoloʔ,1
investasi,investasi,1
transfusi,transfusi,0
menyangka,məɲaŋka,1
perancah,pərantʃah,1
ulama,ulama,0
menelah,mənəlah,2
pengkhotbah,pəŋʔhotbah,1
terkecoh,tərketʃoh,2
demisioner,demisioner,2
pembotolan,pəmbotolan,1
lancar,lantʃar,0
kelakuan,kəlakuan,1
yaitu,jaitu,0
minta,minta,0
bongkaran,boŋkaran,0
berehat,bərehat,2
manakah,manakah,0
setai,sətai,1
telikung,təlikuŋ,1
seramik,seramiʔ,1
isolasi,isolasi,0
berwari,bərwari,1
lembayung,ləmbajuŋ,1
gua,gua,0
abdikasi,abdikasi,0
menyusahkan,məɲusahkan,1
menggauli,məŋgauli,1
deku,dəku,1
membubarkan,məmbubarkan,1
perangah,pəraŋah,1
himpun,himpun,0
mengeliminasi,məŋeliminasi,2
tamasya,tamasja,0
tempahan,təmpahan,1
imbangan,imbaŋan,0
usahanya,usahaɲa,0
pendeta,pəndeta,2
berbangkit,bərbaŋkit,1
ketuir,kətuir,1
membeting,məmbətiŋ,2
menderis,məndəris,2
dipersoalkan,dipərsoalkan,1
mengosongkan,məŋosoŋkan,1
basung,basuŋ,0
bergelar,bərgəlar,2
berhawa,bərhawa,1
memanipulasikan,məmanipulasikan,1
kesemaran,kəsəmaran,2
deposito,deposito,1
kapai,kapai,0
menak,menaʔ,1
kelintang,kəlintaŋ,1
non,non,0
pekatu,pəkatu,1
menyemu,məɲəmu,2
selubung,səlubuŋ,1
memberangsangkan,məmbəraŋsaŋkan,2
anggapan,aŋgapan,0
tegahan,təgahan,1
mengasakkan,məŋasaʔkan,1
derang,dəraŋ,1
angon,aŋon,0
biosida,biosida,0
barat,barat,0
keuskupan,kəuskupan,1
dilam,dilam,0
mengiris,məŋiris,1
berguling,bərguliŋ,1
suryakanta,surjakanta,0
duta,duta,0
kekar,kəkar,1
berteknologi,bərteʔnologi,2
kuih,kuih,0
olak,olaʔ,0
inga,iŋa,0
petut,pətut,1
teolog,teolog,1
partikel,partikəl,1
pelengset,pəleŋset,3
pundaknya,pundaʔɲa,0
justru,dʒustru,0
sekeceng,səketʃeŋ,3
tulen,tulen,1
pertunjukan,pərtundʒukan,1
derajang,dəradʒaŋ,1
serabut,sərabut,1
aktual,aʔtual,0
berdengkang,bərdəŋkaŋ,2
membukit,məmbukit,1
eksogami,eʔsogami,1
mikrocip,miʔrotʃip,0
keanekaragaman,kəanekaragaman,2
lepak,ləpaʔ,1
mendeklamasikan,məndeʔlamasikan,2
parkir,parkir,0
jeroan,dʒəroan,1
dajal,dadʒal,0
maju,madʒu,0
dakah,dakah,0
menusuki,mənusuki,1
geopolitis,geopolitis,1
mengetengahi,məŋətəŋahi,3
berstatus,bərstatus,1
tertembak,tərtembaʔ,2
menyebar,məɲəbar,2
sekalor,səkalor,1
agus,agus,0
diselenggarakannya,disələŋgarakanɲa,2
pengukuhan,pəŋukuhan,1
darulakhirat,darulaʔhirat,0
agung,aguŋ,0
beragah,bəragah,1
pemindahan,pəmindahan,1
malamnya,malamɲa,0
gerek,gereʔ,2
egol,egol,1
kercing,kərtʃiŋ,1
pengikutnya,pəŋikutɲa,1
kekasih,kəkasih,1
diubah,diubah,0
mengecapkan,məŋetʃapkan,2
megafon,megafon,1
setiwel,sətiwəl,2
berderus,bərdərus,2
senangnya,sənaŋɲa,1
mendayu,məndaju,1
selapan,səlapan,1
retorik,retoriʔ,1
berciri,bərtʃiri,1
amril,amril,0
gemerlapan,gəmərlapan,2
pahang,pahaŋ,0
sipesan,sipəsan,1
keselamatan,kəsəlamatan,2
bersambungan,bərsambuŋan,1
menyayangi,məɲajaŋi,1
tercatuk,tərtʃatuʔ,1
kebatinan,kəbatinan,1
menghayati,məŋhajati,1
berselumu,bərsəlumu,2
menyalak,məɲalaʔ,1
parah,parah,0
pengepingan,pəŋəpiŋan,2
syahadat,sjahadat,0
telau,təlau,1
terselat,tərsəlat,2
biofisik,biofisiʔ,0
seregang,sərəgaŋ,2
mencerca,məntʃərtʃa,2
perasaan,pərasaʔan,1
emas,əmas,1
apostolik,apostoliʔ,0
liput,liput,0
baktau,baʔtau,0
pinangan,pinaŋan,0
ketidak jelasan,kətidakdʒəlasan,2
amil,amil,0
menyeluruhi,məɲəluruhi,2
dewi,dewi,1
kelesuan,kələsuan,2
menyelusurkan,məɲəlusurkan,2
terbelelang,tərbəlelaŋ,3
auksi,auʔsi,0
sakhlat,saʔhlat,0
jajahan,dʒadʒahan,0
kebangsaannya,kəbaŋsaʔanɲa,1
berinteraksi,bərintəraʔsi,2
kemplang,kəmplaŋ,1
bayati,bajati,0
seleguri,sələguri,2
arwah,arwah,0
dempam,dəmpam,1
inframerah,inframerah,1
melirik,məliriʔ,1
perkara,pərkara,1
perakunan,pərakunan,1
berkeriput,bərkəriput,2
ramah,ramah,0
merentang,mərəntaŋ,2
eliminasi,eliminasi,1
cunia,tʃunia,0
mangkin,maŋkin,0
bebenah,bəbənah,2
cangkum,tʃaŋkum,0
tunggak,tuŋgaʔ,0
penebasan,pənəbasan,2
jambul,dʒambul,0
pekis,pəkis,1
penyerahan,pəɲərahan,2
agut,agut,0
berjarak,bərdʒaraʔ,1
sececah,sətʃətʃah,2
hayatnya,hajatɲa,0
pesimisme,pesimismə,2
keledar,kəledar,2
musibah,musibah,0
kepunahan,kəpunahan,1
bergegas,bərgəgas,2
congkong,tʃoŋkoŋ,0
cermai,tʃərmai,1
stor,stor,0
mengembargo,məŋembargo,2
tentir,tentir,1
mens,mens,1
periodisasi,periodisasi,1
keadaannya,kəadaʔanɲa,1
mani,mani,0
kejuaraan,kədʒuaraʔan,1
atas,atas,0
perkubuan,pərkubuan,1
tercema,tərtʃema,2
berdedikasi,bərdedikasi,2
gerutu,gərutu,1
conet,tʃonet,1
pendudukan,pəndudukan,1
tampilan,tampilan,0
biseksual,biseʔsual,1
rosario,rosario,0
sebayanya,səbajaɲa,1
pelata,pəlata,1
membalut,məmbalut,1
sendi,səndi,1
jejari,dʒədʒari,1
tempurung,təmpuruŋ,1
jabatan,dʒabatan,0
berbagai,bərbagai,1
selap,səlap,1
kepeningan,kəpəniŋan,2
anu,anu,0
menanduk,mənanduʔ,1
pelonco,pəlontʃo,1
kosek,koseʔ,1
jagalah,dʒagalah,0
pembuat,pəmbuat,1
camilan,tʃamilan,0
seladang,səladaŋ,1
meteor,meteor,2
mengempis,məŋəmpis,2
membasahi,məmbasahi,1
mendahulukan,məndahulukan,1
kelepik,kələpiʔ,2
obesitas,obesitas,1
menyelomoti,məɲəlomoti,2
cergas,tʃərgas,1
belandang,bəlandaŋ,1
subang,subaŋ,0
layangan,lajaŋan,0
pengirim,pəŋirim,1
terpelihara,tərpəlihara,2
berlepas,bərləpas,2
mendepa,məndəpa,2
buluk,buluʔ,0
calabikang,tʃalabikaŋ,0
beskap,bəskap,1
demi,dəmi,1
kesusu,kəsusu,1
kerabu,kərabu,1
pengulangan,pəŋulaŋan,1
mengelelotkan,məŋəlelotkan,3
pengetul,pəŋətul,2
anulir,anulir,0
ragut,ragut,0
menumbuk,mənumbuʔ,1
legal,legal,1
navigasi,navigasi,0
terdiam,tərdiam,1
menyelusuri,məɲəlusuri,2
jaringan,dʒariŋan,0
mengeramasi,məŋəramasi,2
