kata,ipa
stupa,stupa
lanjut,landʒut
afdal,afdal
pemair,pəmair
celanaku,tʃəlanaku
cangut,tʃaŋut
merabut,mərabut
semplak,səmplaʔ
kacung,katʃuŋ
injil,indʒil
elus,əlus
ahad,ahad
ramu,ramu
rebus,rəbus
penyehatan,pəɲehatan
dipamerkan,dipamerkan
serbasama,sərbasama
totaliter,totaliter
bukat,bukat
manset,manset
intelektual,intəleʔtual
kawi,kawi
dirundingkan,dirundiŋkan
ekstremitas,eʔstremitas
temaha,təmaha
berdokar,bərdokar
sula,sula
kedau,kədau
mengecohkan,məŋətʃohkan
staf,staf
pengayoman,pəŋajoman
mengandak,məŋandaʔ
pekakak,pəkakaʔ
senggolan,seŋgolan
kupas,kupas
sutra,sutra
mengeroncongkan,məŋərontʃoŋkan
benefaktif,benəfaʔtif
memutuskan,məmutuskan
berambisi,bərambisi
tergoncang,tərgontʃaŋ
terpeper,tərpeper
luput,luput
durhaka,durhaka
bibinda,bibinda
dag dig dug,dag-dig-dug
merambat,mərambat
grafit,grafit
ketiduran,kətiduran
melarang,məlaraŋ
menggelora,məŋgəlora
ketegasan,kətəgasan
penebukan,pənəbukan
pengarang,pəŋaraŋ
timbalan,timbalan
suguhan,suguhan
beledu,bələdu
bersedia,bərsədia
menggelar,məŋgəlar
numerik,numeriʔ
pertentangan,pərtəntaŋan
arek,areʔ
dengkuran,dəŋkuran
mengibuli,məŋibuli
penggadai,pəŋgadai
memborong,məmboroŋ
laba,laba
pelanggar,pəlaŋgar
semaian,səmaian
mencekalkan,məntʃəkalkan
jejak,dʒədʒaʔ
audiograf,audiograf
toksik,toʔsiʔ
lagunya,laguɲa
ringkukan,riŋkukan
kalinya,kaliɲa
deksa,dəʔsa
melanjut,məlandʒut
pangkatnya,paŋkatɲa
berjerjak,bərdʒərdʒaʔ
transisi,transisi
kericau,kəritʃau
menggarap,məŋgarap
redha,redha
mengumbar,məŋumbar
menelentang,mənələntaŋ
tanur,tanur
menatap,mənatap
dispersi,dispersi
pengukuran,pəŋukuran
wagon,wagon
pel,pel
terkam,tərkam
nantinya,nantiɲa
seh,seh
hadith,hadith
pemijak,pəmidʒaʔ
deklinasi,deʔlinasi
mantu,mantu
penggilingan,pəŋgiliŋan
usia,usia
bini,bini
aswasada,aswasada
transformasi,transformasi
mengernyitkan,məŋərɲitkan
hiliran,hiliran
secepat,sətʃəpat
ambin,ambin
desibel,desibel
arnab,arnab
rumi,rumi
destar,dəstar
gerobak,gərobaʔ
menyimpulkan,məɲimpulkan
indik,indiʔ
memetik,məmətiʔ
kortison,kortison
organisasi,organisasi
fikrah,fiʔrah
pegar,pəgar
mengumpul,məŋumpul
langgam,laŋgam
menempong,mənempoŋ
mansuh,mansuh
bertukar,bərtukar
perkelang,pərkəlaŋ
mencemari,məntʃəmari
membarukan,məmbarukan
menyemur,məɲəmur
delta,delta
tauliah,tauliah
disertai,disərtai
guni,guni
prosesor,prosesor
dame,dame
bercita,bərtʃita
perbabilan,pərbabilan
bangsat,baŋsat
dwiganda,dwiganda
kepencut,kəpentʃut
bintit,bintit
wartawan,wartawan
kekep,kəkəp
cengkerama,tʃəŋkərama
selibat,selibat
alto,alto
autarki,autarki
donasi,donasi
rencah,rəntʃah
selara,səlara
berdengus,bərdəŋus
senangin,sənaŋin
pahanya,pahaɲa
separasi,separasi
menebok,məneboʔ
selampit,səlampit
mengasyiki,məŋasjiki
senioriti,senioriti
menerjuni,mənərdʒuni
sekongkol,səkoŋkol
investor,investor
membebat,məmbəbat
datar,datar
konsultasi,konsultasi
jawab,dʒawab
koloid,koloid
rombengan,rombeŋan
kemuliaan,kəmuliaʔan
mersik,mərsiʔ
aris,aris
pedel,pedel
pekuburan,pəkuburan
menebaskan,mənəbaskan
kelangkan,kəlaŋkan
jengkal,dʒəŋkal
tersentralisasi,tərsentralisasi
gerinda,gərinda
laboratorium,laboratorium
pencangkok,pəntʃaŋkoʔ
sederet,səderet
elaborasi,elaborasi
kebidanan,kəbidanan
diskotek,diskoteʔ
mengetuk,məŋətuʔ
mendigulkan,məndigulkan
yasin,jasin
serindit,sərindit
sitaan,sitaʔan
zamrud,zamrud
kosmis,kosmis
keluhan,kəluhan
rongga,roŋga
kegemarannya,kəgəmaranɲa
antiwirawan,antiwirawan
bederma,bədərma
konfrontasi,konfrontasi
manikam,manikam
memberontak,məmbərontaʔ
berjanggut,bərdʒaŋgut
kemunafikan,kəmunafikan
penapisan,pənapisan
pengkaji,pəŋkadʒi
meneriakkan,mənəriaʔkan
andun,andun
berdefile,bərdefile
bermula,bərmula
eksesif,eʔsesif
arahnya,arahɲa
intermeso,intərmeso
perisikan,pərisikan
birokratis,biroʔratis
suami,suami
arbei,arbei
ditimbulkan,ditimbulkan
menyerandang,məɲərandaŋ
kerupuk,kərupuʔ
meliputi,məliputi
egos,egos
senohong,sənohoŋ
asimetris,asimetris
budi,budi
sensasi,sensasi
perdaraan,pərdaraʔan
grup,grup
agah,agah
banyo,baɲo
merevolusikan,mərevolusikan
bersabda,bərsabda
siratan,siratan
pegat,pəgat
tembilar,təmbilar
bukan,bukan
penggah,pəŋgah
berproduksi,bərproduʔsi
pelengan,peleŋan
berdominasi,bərdominasi
borjuis,bordʒuis
setrip,sətrip
mendua,məndua
dirasuk,dirasuʔ
bercura,bərtʃura
mengasah,məŋasah
mengadili,məŋadili
pembidas,pəmbidas
tuangan,tuaŋan
rampas,rampas
perseroan,pərseroan
mau,mau
menempias,mənəmpias
botanikus,botanikus
pornografi,pornografi
pil,pil
cangkuk,tʃaŋkuʔ
persepuluh,pərsəpuluh
merelai,mərelai
diuraikan,diuraikan
selimut,səlimut
menelap,mənəlap
bertelur,bərtəlur
konfederasi,konfedərasi
tuaian,tuaian
iran,iran
ketiban,kətiban
bercedera,bərtʃədəra
sakramental,saʔramental
ketulenan,kətulenan
pertentaraan,pərtəntaraʔan
mendepositokan,məndepositokan
ekuatif,ekuatif
menerajui,mənəradʒui
aduan,aduan
terlentang,tərləntaŋ
sengkalan,səŋkalan
kobaran,kobaran
bernafkah,bərnafkah
mengerih,məŋərih
berdamar,bərdamar
kejenuhan,kədʒənuhan
bidari,bidari
mengkaras,məŋkaras
gerincing,gərintʃiŋ
bercanggah,bərtʃaŋgah
memperbaurkan,məmpərbaurkan
mengejawantah,məŋedʒawantah
terkumpul,tərkumpul
keladan,kəladan
terjun,tərdʒun
pemukiman,pəmukiman
lagu,lagu
retret,retret
triwulan,triwulan
invalid,invalid
bergembira,bərgəmbira
kahang,kahaŋ
menderetkan,mənderetkan
rekah,rəkah
gering,gəriŋ
sawah,sawah
kekuasaannya,kəkuasaʔanɲa
memperlemah,məmpərləmah
mengangin,məŋaŋin
tegang,təgaŋ
penjajahan,pəndʒadʒahan
berduka,bərduka
gemuk,gəmuʔ
menceburkan,məntʃəburkan
buaian,buaian
ekuiti,ekuiti
ditampilkan,ditampilkan
kecibak,kətʃibaʔ
membohongkan,məmbohoŋkan
membocorkan,məmbotʃorkan
bersekongkol,bərsəkoŋkol
membumi ratakan,məmbumi-ratakan
memerikan,məmərikan
dasarkan,dasarkan
bagas,bagas
bermenantu,bərmənantu
bombas,bombas
bubung,bubuŋ
memeka,məməka
tumit,tumit
terciprat,tərtʃiprat
mendinaskan,məndinaskan
jembut,dʒəmbut
jamak,dʒamaʔ
penyuluh,pəɲuluh
kuyu,kuju
antakesuma,antakəsuma
moreng,moreŋ
sahabat,sahabat
kebayan,kəbajan
kakang,kakaŋ
kuak,kuaʔ
penagihan,pənagihan
iparnya,iparɲa
airi,airi
iga,iga
diayah,diajah
memberdayakan,məmbərdajakan
mengesahkan,məŋəsahkan
muhasabah,muhasabah
yakin,jakin
mempersilakan,məmpərsilakan
ribuan,ribuan
menculik,məntʃuliʔ
pengga,pəŋga
basilika,basilika
keju,kedʒu
terpelengak,tərpələŋaʔ
diundurkan,diundurkan
sipit,sipit
belulang,bəlulaŋ
keserasian,kəsərasian
mencagak,məntʃagaʔ
keheningan,kəhəniŋan
cenangga,tʃənaŋga
helai,həlai
ditampar,ditampar
menyeka,məɲeka
amaliah,amaliah
ditelannya,ditəlanɲa
partikel,partikəl
haruslah,haruslah
tangkai,taŋkai
benitan,bənitan
fragmentasi,fragmentasi
seok,seoʔ
kesiapan,kəsiapan
mengantuk,məŋantuʔ
jet,dʒet
kebangsaannya,kəbaŋsaʔanɲa
hendap,həndap
dasi,dasi
berkubah,bərkubah
karyawan,karjawan
penyemuan,pəɲəmuan
mendandani,məndandani
berikut,bərikut
pesimistis,pesimistis
betet,betet
belingkang,bəliŋkaŋ
memeriksa,məməriʔsa
bendung,bənduŋ
target,target
gilir,gilir
angkasawan,aŋkasawan
tiung,tiuŋ
membelanjakan,məmbəlandʒakan
perhiasan,pərhiasan
bebola,bəbola
pengamitan,pəŋamitan
dipercayai,dipərtʃajai
jisim,dʒisim
menguis,məŋuis
mengerahkan,məŋərahkan
aksarawati,aʔsarawati
katekis,katəkis
bersambung,bərsambuŋ
denotatif,denotatif
berguru,bərguru
menyepah,məɲəpah
membebani,məmbəbani
menyeduakan,məɲəduakan
bekil,bəkil
pendaki,pəndaki
pendirusan,pəndirusan
sekularitas,sekularitas
teoretikus,teoretikus
kompetitif,kompetitif
manipulasi,manipulasi
pinggan,piŋgan
memelisit,məməlisit
tersier,tersier
fungsional,fuŋsional
naiknya,naiʔɲa
mengekol,məŋekol
rambutan,rambutan
golf,golf
bintangnya,bintaŋɲa
doble,doble
mengail,məŋail
petitum,pətitum
pencoretan,pəntʃoretan
mencuci,məntʃutʃi
keteduhan,kətəduhan
beringin,bəriŋin
pesa,pəsa
beza,beza
aling,aliŋ
tum,tum
membahayakan,məmbahajakan
pencacatan,pəntʃatʃatan
imperialisme,imperialismə
terbangun,tərbaŋun
kekhawatiran,kəʔhawatiran
spektrum,speʔtrum
membawang,məmbawaŋ
membasikan,məmbasikan
bahunya,bahuɲa
duhu,duhu
klip,ʔlip
terpagut,tərpagut
mengeluhkan,məŋəluhkan
tanggapan,taŋgapan
penduduk,pənduduʔ
lebak,ləbaʔ
kercup,kərtʃup
sarat,sarat
menyortir,məɲortir
dioksida,dioʔsida
beliung,bəliuŋ
petam,pətam
lainnya,lainɲa
kayangan,kajaŋan
berderet,bərderet
jepitan,dʒəpitan
sejumlah,sədʒumlah
anti beku,anti-bəku
penyetruman,pəɲətruman
keterdamparan,kətərdamparan
kalau,kalau
ganang,ganaŋ
mentalitas,mentalitas
mencemarkan,məntʃəmarkan
serundang,sərundaŋ
kesayangannya,kəsajaŋanɲa
suak,suaʔ
terbelah,tərbəlah
belar,bəlar
sharif,sharif
kuberi,kubəri
dedalu,dədalu
setara,sətara
tersembul,tərsəmbul
mengacaukan,məŋatʃaukan
dipukuli,dipukuli
guncang,guntʃaŋ
sakit,sakit
serok,seroʔ
menciutkan,məntʃiutkan
ya,ja
demonstratif,demonstratif
bokca,boʔtʃa
berkelanjutan,bərkəlandʒutan
menjurus,məndʒurus
cepek,tʃəpeʔ
membelar,məmbəlar
pekerja,pəkərdʒa
bertenggang,bərteŋgaŋ
astronautika,astronautika
pisit,pisit
torehan,torehan
rentan,rəntan
banir,banir
panca,pantʃa
dogmatik,dogmatiʔ
membandingi,məmbandiŋi
lumbung,lumbuŋ
menghutan,məŋhutan
sampingan,sampiŋan
seludu,səludu
kepodang,kəpodaŋ
penuangan,pənuaŋan
domino,domino
yamin,jamin
demam,dəmam
penaka,pənaka
timor,timor
menuliskan,mənuliskan
berdiskusi,bərdiskusi
abjadiah,abdʒadiah
daunan,daunan
rel,rel
menggedor,məŋgədor
keasinan,kəasinan
mangkubumi,maŋkubumi
kasah,kasah
tentir,tentir
ardi,ardi
dokumenter,dokumenter
benjol,bendʒol
terbitlah,tərbitlah
jelak,dʒəlaʔ
kurikulum,kurikulum
nilai,nilai
cakera,tʃakəra
tauge,tauge
morfologi,morfologi
seringnya,səriŋɲa
keyakinan,kəjakinan
keangkuhan,kəaŋkuhan
tubuh,tubuh
samad,samad
fosfat,fosfat
mewakili,məwakili
seruk,səruʔ
mendikai,məndikai
disajikan,disadʒikan
rencong,rentʃoŋ
hukumannya,hukumanɲa
era,era
berkembar,bərkəmbar
tetapi,tətapi
blus,blus
istilah,istilah
permusyawarahan,pərmusjawarahan
tombak,tombaʔ
musim,musim
begah,bəgah
membingkai,məmbiŋkai
penyegeraan,pəɲəgəraʔan
lacak,latʃaʔ
tanjakan,tandʒakan
pengepingan,pəŋəpiŋan
mengalum,məŋalum
takuti,takuti
pemerintahan,pəmərintahan
konservatori,konservatori
menyelonong,məɲəlonoŋ
amabakdu,amabaʔdu
pengabsahan,pəŋabsahan
dendrologi,dendrologi
nikotin,nikotin
capiau,tʃapiau
tenaga,tənaga
renteng,renteŋ
ambarau,ambarau
awabusa,awabusa
endokrin,endoʔrin
kebut,kəbut
tetangganya,tətaŋgaɲa
pengesanan,pəŋəsanan
imbal,imbal
mimis,mimis
terbina,tərbina
desit,dəsit
diskusi,diskusi
cantrik,tʃantriʔ
calang,tʃalaŋ
memasang,məmasaŋ
abuk,abuʔ
kerokan,kərokan
pedas,pədas
silakan,silakan
penganiaya,pəŋaniaja
dengut,dəŋut
marahi,marahi
lidah,lidah
ragam,ragam
lentur,ləntur
menyambar,məɲambar
darunu,darunu
jelek,dʒəleʔ
berwibawa,bərwibawa
mencemaskan,məntʃəmaskan
selupat,səlupat
pembekal,pəmbəkal
memapar,məmapar
merusakkan,mərusaʔkan
penghadaman,pəŋhadaman
memedi,məmədi
melembut,mələmbut
bodok,bodoʔ
watan,watan
bintangan,bintaŋan
kemusnahan,kəmusnahan
kemat,kəmat
pelupuk,pəlupuʔ
membeo,məmbeo
peram,pəram
merumuskan,mərumuskan
akademik,akademiʔ
pelepas,pələpas
kepiat,kəpiat
bercendawan,bərtʃəndawan
ekspeditor,eʔspeditor
menguap,məŋuap
kekesalan,kəkəsalan
bela,bela
menjelma,məndʒəlma
dibidik,dibidiʔ
dekadensi,dekadensi
situ,situ
kekhususan,kəʔhususan
ekstasi,eʔstasi
diharapkan,diharapkan
bertahap,bərtahap
berkeriapan,bərkəriapan
kapur,kapur
sahsiah,sahsiah
mendalangkan,məndalaŋkan
penyebaran,pəɲəbaran
semantung,səmantuŋ
sementang,səməntaŋ
sejarawan,sədʒarawan
mandat,mandat
semenjak,səməndʒaʔ
seremban,sərəmban
mencurat,məntʃurat
rombakan,rombakan
petakan,petakan
kecit,kətʃit
dialami,dialami
azan,azan
pelaut,pəlaut
menguruskan,məŋuruskan
separatisme,separatismə
pendayung,pəndajuŋ
mengasaskan,məŋasaskan
diare,diare
bekerjalah,bəkərdʒalah
jarum,dʒarum
fusi,fusi
seniman,səniman
cemoohan,tʃəmoʔohan
berkerabat,bərkərabat
peletan,peletan
rontgen,rontgən
bulukan,bulukan
teretet,təretet
memurnikan,məmurnikan
kola,kola
keesaan,kəʔəsaʔan
guam,guam
karim,karim
meresap,mərəsap
bengoh,bəŋoh
berkakak,bərkakaʔ
pembubaran,pəmbubaran
berdabus,bərdabus
paruh,paruh
kebenaran,kəbənaran
kelesek,kəleseʔ
putihnya,putihɲa
berbudi,bərbudi
hilir,hilir
menghirau,məŋhirau
lidi,lidi
ros,ros
ragu,ragu
embok,əmboʔ
dendi,dendi
mula,mula
sapi,sapi
syarahan,sjarahan
menepi,mənəpi
teranggar,təraŋgar
megaton,megaton
tabah,tabah
geografi,geografi
presisi,presisi
hwee,hwee
bancuh,bantʃuh
mengajakkan,məŋadʒaʔkan
tumpul,tumpul
penindih,pənindih
digugat,digugat
menciap,məntʃiap
mengadang,məŋadaŋ
baktau,baʔtau
pelbak,pelbaʔ
kepahitan,kəpahitan
merumput,mərumput
senantiasa,sənantiasa
berdesus,bərdəsus
kebangkitan,kəbaŋkitan
kompor,kompor
berkelar,bərkəlar
kolot,kolot
kram,ʔram
menyesuaikan,məɲəsuaikan
menjahitkan,məndʒahitkan
titisan,titisan
keimaman,kəimaman
tepi,təpi
tahap,tahap
tutul,tutul
memakannya,məmakanɲa
suci,sutʃi
pelesir,pələsir
bergelombang,bərgəlombaŋ
implementasi,implementasi
selalu,səlalu
pembicara,pəmbitʃara
menelurkan,mənəlurkan
bersepeda,bərsəpeda
bronkitis,bronkitis
boncel,bontʃel
distributor,distributor
kelumun,kəlumun
zikir,zikir
auk,auʔ
bikonveks,bikonveʔs
kampong,kampoŋ
hardik,hardiʔ
kekeluargaan,kəkəluargaʔan
kompos,kompos
tertanam,tərtanam
cekungan,tʃəkuŋan
sekedeng,səkedeŋ
kibas,kibas
berbimbing,bərbimbiŋ
belanga,bəlaŋa
kebrutalan,kəbrutalan
ceritakan,tʃəritakan
telefoni,telefoni
menyerangi,məɲəraŋi
runsing,runsiŋ
dekor,dekor
berfrekuensi,bərfrekuensi
pencong,pentʃoŋ
margarin,margarin
ganda,ganda
mendetak,məndətaʔ
tingkah laku,tiŋkah-laku
musyrik,musjriʔ
turunan,turunan
menyepelekan,məɲəpelekan
performa,pərforma
terdakwa,tərdaʔwa
pangan,paŋan
mengalokasikan,məŋalokasikan
peroleh,pəroleh
bergerigi,bərgərigi
ipuh,ipuh
sedangkan,sədaŋkan
pengeluar,pəŋəluar
kesungguhan,kəsuŋguhan
kebingungan,kəbiŋuŋan
purna,purna
pendengki,pəndəŋki
ceratuk,tʃəratuʔ
hilang,hilaŋ
deviasi,deviasi
hidraulis,hidraulis
saujana,saudʒana
mengampaikan,məŋampaikan
pelipis,pəlipis
bersenjata,bərsəndʒata
mencundang,məntʃundaŋ
mendahan,məndahan
walhal,walhal
kutuk,kutuʔ
gegak,gəgaʔ
keroncor,kərontʃor
kitar,kitar
tertimbun,tərtimbun
balela,balela
pendengaran,pəndəŋaran
kelolaan,kəlolaʔan
desut,dəsut
surga,surga
alternator,altərnator
pelarasan,pəlarasan
kelantangan,kəlantaŋan
dikerjakan,dikərdʒakan
nikah,nikah
kokol,kokol
dangka,daŋka
keleneng,kəleneŋ
kosek,koseʔ
sejurus,sədʒurus
terhad,tərhad
lantik,lantiʔ
beraroma,bəraroma
belintang,bəlintaŋ
kedendaman,kədəndaman
hampar,hampar
mengalasi,məŋalasi
diteliti,ditəliti
perdeo,pərdeo
mutu,mutu
mentol,mentol
bersenggang,bərsəŋgaŋ
meraja,məradʒa
dempulan,dəmpulan
amino,amino
mengumpan,məŋumpan
pemelajaran,pəməladʒaran
mendokumentasikan,məndokumentasikan
dembam,dəmbam
tetibar,tətibar
dikandung,dikanduŋ
antikarat,antikarat
harpa,harpa
baal,baʔal
dengkang,dəŋkaŋ
berkerubung,bərkərubuŋ
alamanda,alamanda
telinak,təlinaʔ
lab,lab
amonium,amonium
berbanding,bərbandiŋ
berusia,bərusia
helikopter,helikoptər
ceplos,tʃəplos
petopan,pətopan
eksistensi,eʔsistensi
sebalik,səbaliʔ
petanda,pətanda
menganak tirikan,məŋanak-tirikan
manggung,maŋguŋ
takbir,taʔbir
penafsir,pənafsir
mobil,mobil
meneguri,mənəguri
shukur,shukur
alpa,alpa
pengairan,pəŋairan
meng i,məŋ--i
membohongi,məmbohoŋi
kompak,kompaʔ
desinfeksi,desinfeʔsi
enggan,əŋgan
budek,budəʔ
cadik,tʃadiʔ
berselamatan,bərsəlamatan
menyedot,məɲədot
galeri,galəri
beribadah,bəribadah
bertitah,bərtitah
menjelang,məndʒəlaŋ
pencadangan,pəntʃadaŋan
rancung,rantʃuŋ
bahaduri,bahaduri
terkeloyak,tərkəlojaʔ
tersemai,tərsəmai
dipanggil,dipaŋgil
gembong,gemboŋ
mementil,məməntil
tetap,tətap
nahdiyin,nahdijin
melahap,məlahap
membidas,məmbidas
apung,apuŋ
berduri,bərduri
membajau,məmbadʒau
berketurunan,bərkəturunan
ancang,antʃaŋ
mikrobiologi,miʔrobiologi
alat,alat
badal,badal
mengekar,məŋəkar
dampratan,dampratan
ajakan,adʒakan
peles,pəles
pribadi,pribadi
dansa,dansa
kelamkari,kəlamkari
tepam,təpam
kayang,kajaŋ
foto,foto
memarahi,məmarahi
jati,dʒati
rampaian,rampaian
meramal,məramal
binen,binən
berantakan,bərantakan
bebuahan,bəbuahan
persembahan,pərsəmbahan
diperpanjang,dipərpandʒaŋ
kendali,kəndali
rekanku,rəkanku
pengeritingan,pəŋəritiŋan
sahaja,sahadʒa
minister,ministər
komisi,komisi
berkenaan,bərkənaʔan
individual,individual
disalahkannya,disalahkanɲa
daratan,daratan
sinar,sinar
cup,tʃup
pengasuhan,pəŋasuhan
pencekik,pəntʃəkiʔ
kebangsawanan,kəbaŋsawanan
determinatif,determinatif
berlakunya,bərlakuɲa
basuh,basuh
asparagus,asparagus
bercacat,bərtʃatʃat
pengasuh,pəŋasuh
pembekuan,pəmbəkuan
mengencani,məŋəntʃani
paksi,paʔsi
hormat,hormat
dituduh,dituduh
rawatan,rawatan
karibnya,karibɲa
bersiar,bərsiar
penertiban,pənərtiban
keterarahan,kətərarahan
conteng,tʃonteŋ
dahak,dahaʔ
kesekian,kəsəkian
obeng,obeŋ
bakhil,baʔhil
dikapalkan,dikapalkan
pekulun,pəkulun
topik,topiʔ
tetak,tətaʔ
encang,əntʃaŋ
kocok,kotʃoʔ
padahal,padahal
memperbiar,məmpərbiar
buah,buah
restorasi,restorasi
megafon,megafon
titel,titəl
abaimana,abaimana
amirulbahar,amirulbahar
cupul,tʃupul
kerdil,kərdil
ekstern,eʔstern
amatir,amatir
mendaya gunakan,məndaja-gunakan
mengaktualkan,məŋaʔtualkan
lugu,lugu
pater,patər
bongkah,boŋkah
teserlah,təsərlah
id,id
pelonco,pəlontʃo
kifayah,kifajah
antek,anteʔ
nila,nila
maskara,maskara
kerahasiaan,kərahasiaʔan
biogenik,biogeniʔ
pemimpinnya,pəmimpinɲa
segel,segəl
berpendirian,bərpəndirian
mempersediakan,məmpərsədiakan
memuati,məmuati
menyelat,məɲəlat
ditimbuni,ditimbuni
sengkedan,seŋkedan
jaga,dʒaga
keramikus,keramikus
dipagari,dipagari
bercelak,bərtʃəlaʔ
pemalsu,pəmalsu
rondaan,rondaʔan
pepat,pəpat
asteroid,astəroid
etis,etis
berhati,bərhati
sebunyi,səbuɲi
demokrasi,demoʔrasi
egoistis,egoistis
obar,obar
koreografi,koreografi
hak milik,hak-miliʔ
sengelat,səŋelat
daku,daku
garing,gariŋ
kudanya,kudaɲa
warta,warta
berkat,bərkat
berintikan,bərintikan
singkat,siŋkat
penghabisan,pəŋhabisan
mengumumkan,məŋumumkan
titis,titis
hasilnya,hasilɲa
pelangai,pəlaŋai
dibuatnya,dibuatɲa
menyelamkan,məɲəlamkan
penitensi,penitensi
kesunyian,kəsuɲian
peranannya,pərananɲa
berlebih,bərləbih
denok,denoʔ
tenak,tənaʔ
cericap,tʃəritʃap
rumahnya,rumahɲa
himpitan,himpitan
sendam,səndam
acaram,atʃaram
tekuk,təkuʔ
tebal,təbal
tapis,tapis
keguguran,kəguguran
pertembakauan,pərtəmbakauan
benyoh,bəɲoh
keistimewaan,kəistimewaʔan
pembelah,pəmbəlah
sekatan,səkatan
celik,tʃəliʔ
cukit,tʃukit
dangkap,daŋkap
melucut,məlutʃut
bukau,bukau
perada,pərada
kemas,kəmas
tekor,təkor
menjala,məndʒala
tank,tanʔ
arkeologi,arkeologi
sebangsa,səbaŋsa
tajam,tadʒam
terhias,tərhias
dorsum,dorsum
lututnya,lututɲa
toksikologi,toʔsikologi
bakar,bakar
termasyhur,tərmasjhur
bako,bako
kenamaan,kənamaʔan
menggemborkan,məŋgəmborkan
mengutak,məŋutaʔ
tumpuan,tumpuan
tenar,tenar
persaingan,pərsaiŋan
ulin,ulin
melindungi,məlinduŋi
penyalahgunaan,pəɲalahgunaʔan
pengin,peŋin
mengeratkan,məŋəratkan
sumber,sumbər
protes,protes
dermatitis,dermatitis
mempersempit,məmpərsəmpit
mencamurkan,məntʃamurkan
nadi,nadi
ludah,ludah
bagea,bagea
tenungan,tənuŋan
temesar,təməsar
kebangetan,kəbaŋətan
tawanan,tawanan
maruah,maruah
andrawina,andrawina
berdekam,bərdəkam
kemujuran,kəmudʒuran
melamar,məlamar
pencarteran,pəntʃartəran
berdawai,bərdawai
penyentuhan,pəɲəntuhan
bintil,bintil
menyimak,məɲimaʔ
babun,babun
penghidupan,pəŋhidupan
mencekokkan,məntʃəkoʔkan
pemantapan,pəmantapan
mengecualikan,məŋətʃualikan
rebah,rəbah
korbankan,korbankan
aspirin,aspirin
diliputi,diliputi
bentong,bəntoŋ
keremi,kərəmi
selenggara,sələŋgara
memberi,məmbəri
ronda,ronda
tenjet,tendʒet
pemenggalan,pəməŋgalan
tercela,tərtʃəla
bumper,bumpər
colek,tʃoleʔ
pengekalan,pəŋəkalan
menghiraukan,məŋhiraukan
tunang,tunaŋ
amfetamin,amfetamin
berdebuk,bərdəbuʔ
mempurung,məmpuruŋ
keperluan,kəpərluan
melunjur,məlundʒur
menembakkan,mənembaʔkan
tentunya,təntuɲa
blong,bloŋ
hijau,hidʒau
kesenangan,kəsənaŋan
demobilisasi,demobilisasi
kebekuan,kəbəkuan
dicegat,ditʃəgat
penunggakan,pənuŋgakan
mentaus,məntaus
terakuk,tərakuʔ
modulasi,modulasi
juru,dʒuru
tatatertib,tatatərtib
peboling,pəboliŋ
menyuluh,məɲuluh
selisik,səlisiʔ
lanjur,landʒur
sekelas,səkəlas
otot,otot
kepakaran,kəpakaran
berdebut,bərdəbut
memburuh,məmburuh
ekon,ekon
doger,doger
bulat,bulat
duduknya,duduʔɲa
gegabah,gəgabah
pintar,pintar
bervariasi,bərvariasi
sebun,səbun
daidanco,daidantʃo
angan,aŋan
pembawa,pəmbawa
dengarkan,dəŋarkan
bengkung,bəŋkuŋ
kepecong,kəpetʃoŋ
uci,utʃi
gerai,gərai
sayangi,sajaŋi
aksep,aʔsep
kesenduan,kəsənduan
belan,bəlan
eluviasi,eluviasi
dibodohi,dibodohi
penodongan,pənodoŋan
bati,bati
nasnya,nasɲa
kamil,kamil
keagenan,kəagenan
melarikan,məlarikan
pengkajian,pəŋkadʒian
selain,səlain
bergaya,bərgaja
seliweran,səliwəran
aeronautik,aeronautiʔ
mencukupi,məntʃukupi
ditimbang,ditimbaŋ
seraya,səraja
aur,aur
batik,batiʔ
membenci,məmbəntʃi
ketetapan,kətətapan
tersebab,tərsəbab
gelegar,gələgar
pemakaian,pəmakaian
serangkak,səraŋkaʔ
premium,premium
mengerkau,məŋərkau
denawa,dənawa
aerosol,aerosol
ampat,ampat
pelukis,pəlukis
bingkisan,biŋkisan
memanjang,məmandʒaŋ
eksplosif,eʔsplosif
kesumba,kəsumba
mengelih,məŋəlih
mempermuliakan,məmpərmuliakan
gulai,gulai
beslahan,bəslahan
bara,bara
cekarau,tʃəkarau
setop,sətop
deskriptif,desʔriptif
kepandaiannya,kəpandaianɲa
intan,intan
semangkok,səmaŋkoʔ
guci,gutʃi
menekan,mənəkan
bungaan,buŋaʔan
museum,museum
tempur,təmpur
kecamatan,kətʃamatan
bertiup,bərtiup
cipok,tʃipoʔ
ranjau,randʒau
cas cis cus,tʃas-tʃis-tʃus
